size,planner,makespan,time
4,HEFT,19200000.0,0.004605293273925781
4,HEFT,19200000.0,0.004231929779052734
4,HEFT,19200000.0,0.004590034484863281
4,HEFT,19200000.0,0.004182100296020508
4,HEFT,19200000.0,0.0038018226623535156
4,HEFT,19200000.0,0.0038001537322998047
4,HEFT,19200000.0,0.003957986831665039
4,HEFT,19200000.0,0.004194974899291992
4,HEFT,19200000.0,0.003860950469970703
4,HEFT,19200000.0,0.004539251327514648
4,HEFT,19200000.0,0.00393223762512207
4,HEFT,19200000.0,0.004191160202026367
4,HEFT,19200000.0,0.004295825958251953
4,HEFT,19200000.0,0.003790140151977539
4,HEFT,19200000.0,0.003801107406616211
4,HEFT,19200000.0,0.004347085952758789
4,HEFT,19200000.0,0.003703594207763672
4,HEFT,19200000.0,0.003840923309326172
4,HEFT,19200000.0,0.004604101181030274
4,HEFT,19200000.0,0.026988983154296875
4,HEFT,19200000.0,0.0037992000579833984
4,HEFT,19200000.0,0.0037908554077148438
4,HEFT,19200000.0,0.003813028335571289
4,HEFT,19200000.0,0.0038399696350097656
4,HEFT,19200000.0,0.0038738250732421884
4,HEFT,19200000.0,0.003785848617553711
4,HEFT,19200000.0,0.004380941390991211
4,HEFT,19200000.0,0.004131078720092773
4,HEFT,19200000.0,0.003799915313720703
4,HEFT,19200000.0,0.003989219665527344
4,HEFT,19200000.0,0.003742218017578125
4,HEFT,19200000.0,0.004142284393310547
4,HEFT,19200000.0,0.0039038658142089844
4,HEFT,19200000.0,0.0038280487060546884
4,HEFT,19200000.0,0.0038182735443115226
4,HEFT,19200000.0,0.003778219223022461
4,HEFT,19200000.0,0.0038962364196777344
4,HEFT,19200000.0,0.0037581920623779297
4,HEFT,19200000.0,0.0038177967071533203
4,HEFT,19200000.0,0.003940105438232422
4,HEFT,19200000.0,0.00380706787109375
4,HEFT,19200000.0,0.0038459300994873047
4,HEFT,19200000.0,0.003798961639404297
4,HEFT,19200000.0,0.003916025161743164
4,HEFT,19200000.0,0.0037970542907714852
4,HEFT,19200000.0,0.004750967025756836
4,HEFT,19200000.0,0.003909111022949219
4,HEFT,19200000.0,0.003938913345336914
4,HEFT,19200000.0,0.003935098648071289
4,HEFT,19200000.0,0.0037419795989990243
4,HEFT,19200000.0,0.0038547515869140634
4,HEFT,19200000.0,0.003902912139892578
4,HEFT,19200000.0,0.004244804382324219
4,HEFT,19200000.0,0.0038421154022216797
4,HEFT,19200000.0,0.0038290023803710938
4,HEFT,19200000.0,0.0042879581451416016
4,HEFT,19200000.0,0.003992795944213867
4,HEFT,19200000.0,0.003871917724609375
4,HEFT,19200000.0,0.00396275520324707
4,HEFT,19200000.0,0.0038270950317382812
4,HEFT,19200000.0,0.0038559436798095694
4,HEFT,19200000.0,0.003916025161743164
4,HEFT,19200000.0,0.0038900375366210938
4,HEFT,19200000.0,0.031459808349609375
4,HEFT,19200000.0,0.003928899765014648
4,HEFT,19200000.0,0.0038378238677978524
4,HEFT,19200000.0,0.0040740966796875
4,HEFT,19200000.0,0.0038390159606933602
4,HEFT,19200000.0,0.0038580894470214852
4,HEFT,19200000.0,0.003998994827270508
4,HEFT,19200000.0,0.004105091094970703
4,HEFT,19200000.0,0.003923177719116211
4,HEFT,19200000.0,0.004067659378051758
4,HEFT,19200000.0,0.0040130615234375
4,HEFT,19200000.0,0.004102706909179688
4,HEFT,19200000.0,0.0038149356842041016
4,HEFT,19200000.0,0.004137992858886719
4,HEFT,19200000.0,0.003770112991333008
4,HEFT,19200000.0,0.004225015640258789
4,HEFT,19200000.0,0.0038690567016601562
4,HEFT,19200000.0,0.004023075103759766
4,HEFT,19200000.0,0.003999948501586914
4,HEFT,19200000.0,0.004094839096069336
4,HEFT,19200000.0,0.004086017608642578
4,HEFT,19200000.0,0.004099130630493164
4,HEFT,19200000.0,0.0038766860961914062
4,HEFT,19200000.0,0.004071950912475586
4,HEFT,19200000.0,0.003917932510375977
4,HEFT,19200000.0,0.0039038658142089844
4,HEFT,19200000.0,0.003793001174926758
4,HEFT,19200000.0,0.004336118698120117
4,HEFT,19200000.0,0.003779888153076172
4,HEFT,19200000.0,0.004292964935302734
4,HEFT,19200000.0,0.003809213638305664
4,HEFT,19200000.0,0.004194974899291992
4,HEFT,19200000.0,0.0038881301879882812
4,HEFT,19200000.0,0.0038347244262695312
4,HEFT,19200000.0,0.0038690567016601562
4,HEFT,19200000.0,0.00409388542175293
4,HEFT,19200000.0,0.0038290023803710938
4,HEFT,19200000.0,0.003818988800048828
4,HEFT,19200000.0,0.003910064697265625
4,HEFT,19200000.0,0.004157781600952149
4,HEFT,19200000.0,0.00391077995300293
4,HEFT,19200000.0,0.0038759708404541016
4,HEFT,19200000.0,0.0039119720458984375
4,HEFT,19200000.0,0.00410914421081543
4,HEFT,19200000.0,0.003959894180297852
4,HEFT,19200000.0,0.003847837448120117
4,HEFT,19200000.0,0.0037980079650878906
4,HEFT,19200000.0,0.0042917728424072266
4,HEFT,19200000.0,0.0038650035858154297
4,HEFT,19200000.0,0.004261970520019531
4,HEFT,19200000.0,0.006109237670898438
4,HEFT,19200000.0,0.005742073059082031
4,HEFT,19200000.0,0.003940105438232422
4,HEFT,19200000.0,0.003843069076538086
4,HEFT,19200000.0,0.004052877426147461
4,HEFT,19200000.0,0.004169940948486328
4,HEFT,19200000.0,0.0038137435913085938
4,HEFT,19200000.0,0.003917932510375977
4,HEFT,19200000.0,0.0037980079650878906
4,HEFT,19200000.0,0.0041959285736083984
4,HEFT,19200000.0,0.0038399696350097656
4,HEFT,19200000.0,0.0038657188415527344
4,HEFT,19200000.0,0.003847837448120117
4,HEFT,19200000.0,0.004163742065429688
4,HEFT,19200000.0,0.0037970542907714852
4,HEFT,19200000.0,0.004286050796508789
4,HEFT,19200000.0,0.003831148147583008
4,HEFT,19200000.0,0.004397153854370117
4,HEFT,19200000.0,0.003778696060180664
4,HEFT,19200000.0,0.00414276123046875
4,HEFT,19200000.0,0.0037941932678222656
4,HEFT,19200000.0,0.004342794418334961
4,HEFT,19200000.0,0.003832101821899414
4,HEFT,19200000.0,0.003949880599975586
4,HEFT,19200000.0,0.003998994827270508
4,HEFT,19200000.0,0.004208087921142578
4,HEFT,19200000.0,0.0038611888885498047
4,HEFT,19200000.0,0.005070924758911133
4,HEFT,19200000.0,0.003880023956298828
4,HEFT,19200000.0,0.004348039627075195
4,HEFT,19200000.0,0.003906965255737305
4,HEFT,19200000.0,0.003962993621826172
4,HEFT,19200000.0,0.003895998001098633
4,HEFT,19200000.0,0.004302978515625
4,HEFT,19200000.0,0.003874063491821289
4,HEFT,19200000.0,0.003858804702758789
4,HEFT,19200000.0,0.003935098648071289
4,HEFT,19200000.0,0.03947901725769043
4,HEFT,19200000.0,0.003995180130004883
4,HEFT,19200000.0,0.003917217254638672
4,HEFT,19200000.0,0.00395512580871582
4,HEFT,19200000.0,0.0038328170776367188
4,HEFT,19200000.0,0.0038259029388427726
4,HEFT,19200000.0,0.003787994384765625
4,HEFT,19200000.0,0.0038290023803710938
4,HEFT,19200000.0,0.003899812698364258
4,HEFT,19200000.0,0.0037419795989990243
4,HEFT,19200000.0,0.003877878189086914
4,HEFT,19200000.0,0.003857851028442383
4,HEFT,19200000.0,0.003854036331176758
4,HEFT,19200000.0,0.003984212875366211
4,HEFT,19200000.0,0.0039560794830322266
4,HEFT,19200000.0,0.0038750171661376953
4,HEFT,19200000.0,0.004121065139770508
4,HEFT,19200000.0,0.003860950469970703
4,HEFT,19200000.0,0.0039038658142089844
4,HEFT,19200000.0,0.003822803497314453
4,HEFT,19200000.0,0.003964900970458984
4,HEFT,19200000.0,0.0038590431213378906
4,HEFT,19200000.0,0.003968000411987305
4,HEFT,19200000.0,0.0037801265716552734
4,HEFT,19200000.0,0.0038242340087890634
4,HEFT,19200000.0,0.0037870407104492188
4,HEFT,19200000.0,0.003802061080932617
4,HEFT,19200000.0,0.003928899765014648
4,HEFT,19200000.0,0.003751993179321289
4,HEFT,19200000.0,0.0038750171661376953
4,HEFT,19200000.0,0.0038747787475585938
4,HEFT,19200000.0,0.003896951675415039
4,HEFT,19200000.0,0.0038900375366210938
4,HEFT,19200000.0,0.003986835479736328
4,HEFT,19200000.0,0.004177093505859375
4,HEFT,19200000.0,0.003849029541015625
4,HEFT,19200000.0,0.0038421154022216797
4,HEFT,19200000.0,0.0038530826568603524
4,HEFT,19200000.0,0.0038580894470214852
4,HEFT,19200000.0,0.003929853439331055
4,HEFT,19200000.0,0.0038216114044189453
4,HEFT,19200000.0,0.0038619041442871094
4,HEFT,19200000.0,0.003751993179321289
4,HEFT,19200000.0,0.0038149356842041016
4,HEFT,19200000.0,0.0038259029388427726
4,HEFT,19200000.0,0.004024744033813477
4,HEFT,19200000.0,0.003927946090698242
4,HEFT,19200000.0,0.003809213638305664
4,HEFT,19200000.0,0.04524707794189453
4,HEFT,19200000.0,0.003986835479736328
4,HEFT,19200000.0,0.004124164581298828
4,HEFT,19200000.0,0.004258155822753906
4,HEFT,19200000.0,0.00385284423828125
4,HEFT,19200000.0,0.0038580894470214852
4,HEFT,19200000.0,0.003932952880859375
4,HEFT,19200000.0,0.004213094711303711
4,HEFT,19200000.0,0.003774881362915039
4,HEFT,19200000.0,0.003921985626220703
4,HEFT,19200000.0,0.003901243209838867
4,HEFT,19200000.0,0.004515171051025391
4,HEFT,19200000.0,0.003920793533325195
4,HEFT,19200000.0,0.003973245620727539
4,HEFT,19200000.0,0.004139900207519531
4,HEFT,19200000.0,0.004062175750732422
4,HEFT,19200000.0,0.004067182540893555
4,HEFT,19200000.0,0.003866910934448242
4,HEFT,19200000.0,0.00446009635925293
4,HEFT,19200000.0,0.004098892211914063
4,HEFT,19200000.0,0.0038878917694091797
4,HEFT,19200000.0,0.0038597583770751953
4,HEFT,19200000.0,0.003751039505004883
4,HEFT,19200000.0,0.004228115081787109
4,HEFT,19200000.0,0.0037648677825927726
4,HEFT,19200000.0,0.0038568973541259774
4,HEFT,19200000.0,0.003931999206542969
4,HEFT,19200000.0,0.006088972091674805
4,HEFT,19200000.0,0.004146099090576172
4,HEFT,19200000.0,0.003834247589111328
4,HEFT,19200000.0,0.0038881301879882812
4,HEFT,19200000.0,0.004117012023925781
4,HEFT,19200000.0,0.003975868225097656
4,HEFT,19200000.0,0.003935813903808594
